201301077312,8,otc alterations permit,01/07/2013,2691,011,38,,Caselli,Av,0,,reroofing,complete,02/22/2013,01/07/2013,01/07/2013,02/22/2013,01/07/2013,,3,3,,,01/02/2014,6800,6800,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.759983430822835, -122.44020635865216)",1292468418655							
201301077314,8,otc alterations permit,01/07/2013,3788,012,178,,Townsend,St,,,"fire alarm for new restaurant-2 ansul, 2 make up air with duct detectors & horns & strobes. ti pa# 2012-0723-5461",complete,02/12/2013,01/07/2013,01/07/2013,02/12/2013,01/07/2013,,2,6,,Y,01/02/2014,5800,5800,office,0,food/beverage hndlng,94,2,,3,constr type 3,1,constr type 1,,6,Financial District/South Beach,94107,"(37.779734543368434, -122.39251096042491)",1292469368281							
201301077313,8,otc alterations permit,01/07/2013,3076,055,141,,Terrace,Dr,,,"revision to app#201211134011. convert closet(formerly for elevator) to laundry, add electrical, plumbing and ducting.",complete,05/06/2013,01/07/2013,01/08/2013,05/06/2013,01/08/2013,,2,2,,,01/03/2014,2000,2000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73697687480461, -122.4642937858161)",1292470151600							
201301077315,8,otc alterations permit,01/07/2013,0224,056,10,,Miller,Pl,1202,,"unit #1202-remove & replace kitchen cabinets face, new sink & faucet. new counter top.",complete,02/26/2013,01/07/2013,01/07/2013,02/26/2013,01/07/2013,,20,20,,,01/02/2014,2500,2500,apartments,42,apartments,42,0,,1,constr type 1,1,constr type 1,,3,Chinatown,94108,"(37.79322760148683, -122.40891022042716)",129247163163							
M364867,8,otc alterations permit,01/07/2013,0251,012,1262,,Pine,St,,,street space,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79039549824972, -122.41662615110641)",1292472272018							
201301077316,8,otc alterations permit,01/07/2013,0248,006,1109,,Leavenworth,St,,,to obtain final inspection for work approved under pa 200707056040	 all work is complete,complete,01/10/2013,01/07/2013,01/07/2013,01/10/2013,01/07/2013,,4,4,,,01/02/2014,1,1,apartments,4,apartments,4,0,,2,constr type 2,2,constr type 2,,3,Nob Hill,94109,"(37.79154209913759, -122.41617969561771)",1292473385666						
201301077316,8,otc alterations permit,01/07/2013,0248,006,1123,,Leavenworth,St,,,to obtain final inspection for work approved under pa 200707056040	 all work is complete,complete,01/10/2013,01/07/2013,01/07/2013,01/10/2013,01/07/2013,,4,4,,,01/02/2014,1,1,apartments,4,apartments,4,0,,2,constr type 2,2,constr type 2,,3,Nob Hill,94109,"(37.79154209913759, -122.41617969561771)",1292474265982						
201301077317,3,additions alterations or repairs,01/07/2013,1305,017,50,,27th,Av,,,horizontal addition to existing building.,issued,12/06/2013,01/07/2013,12/06/2013,,10/07/2016,Y,2,2,,,12/01/2014,65000,87045.45,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),Y,2,Seacliff,94121,"(37.78821915379437, -122.48730418718762)",129247595797							
M364868,8,otc alterations permit,01/07/2013,0260,010,300,,Montgomery,St,,,street space permit,filed,01/07/2013,01/07/2013,,,,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94104,"(37.79239434026865, -122.40234898182203)",129247666065							
M364869,8,otc alterations permit,01/07/2013,0718,014,951,,Ofarrell,St,,,street space permit,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,6,Tenderloin,94109,"(37.784602313302, -122.42036523211597)",129247780455							
201301077318,8,otc alterations permit,01/07/2013,0267,010,114,,Sansome,St,0,,11th floor:fire sprinkler t.i. add 4 sprinklers. relocate 1 sprinkler. ref. app#201212196531,complete,04/26/2013,01/07/2013,01/07/2013,04/26/2013,01/07/2013,,14,14,,Y,01/02/2014,2573,2573,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79149951604435, -122.4004503136859)",1292478298814							
M364870,8,otc alterations permit,01/07/2013,3608,007,970,,Valencia,St,,,street space permit,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,8,Mission,94110,"(37.75735843812048, -122.42149642723595)",1292479161719							
M364870,8,otc alterations permit,01/07/2013,3608,008,978,,Valencia,St,,,street space permit,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,8,Mission,94110,"(37.75726533104318, -122.4214875114484)",1292480287597							
M364871,8,otc alterations permit,01/07/2013,1444,018A,4800,,Geary,Bl,,,street space permit,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,1,Inner Richmond,94118,"(37.78096556340037, -122.47090079065491)",129248199991							
201301077319,8,otc alterations permit,01/07/2013,2777,009,3851,,Market,St,,,remodel (e) kitchen & two bathroom in kind. see floor plan for location. (lower unit),complete,03/29/2013,01/07/2013,01/17/2013,03/29/2013,01/17/2013,,3,3,,,01/12/2014,18000,30000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,8,Twin Peaks,94131,"(37.753003145801266, -122.44234516545879)",1292482143980							
201301077321,8,otc alterations permit,01/07/2013,6331,017,225,,Brookdale,Av,,,construct one full bath room & an alcove area.  all work at ground floor.,complete,03/28/2013,01/07/2013,01/08/2013,03/28/2013,01/08/2013,,2,2,,,01/03/2014,10000,15000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,10,Visitacion Valley,94134,"(37.710377439759185, -122.42268688927673)",1292483201134							
201301077322,8,otc alterations permit,01/07/2013,0500,020,2726,,Polk,St,,,re-roofing,complete,01/17/2013,01/07/2013,01/07/2013,01/17/2013,01/07/2013,,3,3,,,01/02/2014,7800,7800,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Russian Hill,94109,"(37.8020414361818, -122.42275591292977)",129248472069							
201301077320,8,otc alterations permit,01/07/2013,0264,004,1,,California,St,,,"22nd floor:fire sprinkler t.i.  relocate 14 sprinklers add 2 sprinkler, plug 2 outlets. ref app#201211073744.",issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,32,32,,Y,01/02/2014,8233,8233,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79312060864542, -122.39698170721115)",129248566082							
M364872,8,otc alterations permit,01/07/2013,1082,017,2613,,Post,St,,,street space,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94115,"(37.78341282924273, -122.44534117115424)",129248689194							
201301077323,8,otc alterations permit,01/07/2013,2989B,031,115,,West Portal,Av,,,commercial tenant improvement for bank office new limited financial use. new storefront door for accessible entry. no changes to structural or egress systems,complete,04/16/2013,01/07/2013,01/14/2013,04/16/2013,01/14/2013,,1,1,,,01/09/2014,13000,13000,retail sales,0,lending institution,0,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73933462122619, -122.46698030785119)",1292487367663							
201301077324,8,otc alterations permit,01/07/2013,1737,008,1200,,14th,Av,0,,"unit #208-kitchen & bathroom remodeling with gas washer & dryer. lighting to comply with cec 150k, 8-10 no change to exhaust system",complete,02/13/2013,01/07/2013,01/07/2013,02/13/2013,01/07/2013,,4,4,,,01/02/2014,30000,30000,apartments,27,apartments,27,2,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76543875391003, -122.47145311919323)",1292488414521							
M364873,8,otc alterations permit,01/07/2013,0090,016,1932,,Mason,St,,,street space,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,3,Chinatown,94133,"(37.80142230367511, -122.41253174969127)",1292489280303							
201301077325,8,otc alterations permit,01/07/2013,1131,008B,77,,Almaden,Ct,,,reroofing,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,2,2,,,01/02/2014,5800,5800,1 family dwelling,2,1 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,1,Lone Mountain/USF,94118,"(37.77966091008443, -122.45805959290905)",129249090134							
201301077326,8,otc alterations permit,01/07/2013,1737,012,1241,,Funston,Av,0,,"unit #208-kitchen & bathroom remodeling with gas washer & dryer. lighting to comply with cec 150k, 8-10 no change to exhaust system",complete,02/04/2013,01/07/2013,01/07/2013,02/04/2013,01/07/2013,,3,3,,,01/02/2014,30000,30000,apartments,24,apartments,24,2,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76490756547621, -122.47099793527758)",1292491418021							
201301077327,8,otc alterations permit,01/07/2013,3574,090,3153,,17th,St,,,upgrade restaurant space w/ plumbing work & to comply w/ dph codes.,withdrawn,02/06/2013,01/07/2013,,,,,2,2,,,,22000,0,food/beverage hndlng,0,food/beverage hndlng,0,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.763388768137084, -122.41644730123167)",1292492360356							
M364874,8,otc alterations permit,01/07/2013,0042,022,2450,,Taylor,St,,,add address as 2450 taylor st to lot 022.,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,267.24,,,,,,,,,,,,3,North Beach,94133,"(37.805048961209444, -122.41433499091222)",1292493489434							
201301077328,8,otc alterations permit,01/07/2013,5431A,001F,200,,Paul,Av,,,revision to consist of reconfiguration of the new entrance into the data center and relocation of one crac unit. ref app#201202174415,complete,05/16/2017,01/07/2013,01/09/2013,05/16/2017,01/09/2013,,5,5,,,01/04/2014,1,1,office,0,office,0,2,,1,constr type 1,1,constr type 1,,10,Bayview Hunters Point,94124,"(37.72499948568571, -122.39725383241543)",1292494182252							
M364875,8,otc alterations permit,01/07/2013,0954,031,2732,,Vallejo,St,,,street space,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94123,"(37.794576601442486, -122.44246568903057)",1292495487559							
201301077329,8,otc alterations permit,01/07/2013,6756,011,2,,Monterey,Bl,0,,reroofing,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,3,3,,,01/02/2014,16000,16000,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,8,West of Twin Peaks,94131,"(37.73253891297199, -122.43473721699242)",1292496405913							
M364876,8,otc alterations permit,01/07/2013,0832,008,250,,Oak,St,,,street space and sidewalk repair,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,5,Hayes Valley,94102,"(37.77517122291803, -122.42347680674646)",1292497371999							
201301077330,8,otc alterations permit,01/07/2013,0830,029,511,,Fell,St,0,,reroofing,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,2,2,,,01/02/2014,4200,4200,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,5,Hayes Valley,94102,"(37.775286877158834, -122.42632181638396)",1292498400120							
M364887,8,otc alterations permit,01/07/2013,0543,010,1830,,Green,St,,,street space,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.79719627688741, -122.42937453611637)",129249973746							
201301077331,8,otc alterations permit,01/07/2013,3706,095,55,,04th,St,,,relocate 2 pendents & 1 sidewall in room 2848ti #2012-09-27-0830,complete,04/01/2013,01/07/2013,01/07/2013,04/01/2013,01/07/2013,,39,39,,Y,01/02/2014,1542,1500,tourist hotel/motel,1500,tourist hotel/motel,1500,2,,1,constr type 1,1,constr type 1,,,,,,1292500249105							
201301077332,8,otc alterations permit,01/07/2013,1532,045,4801,,Geary,Bl,201,,reroofing,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,4,4,,,01/02/2014,22800,22800,apartments,14,apartments,14,0,,5,wood frame (5),5,wood frame (5),,1,Inner Richmond,94118,"(37.78040883937301, -122.47094721660986)",1292502393378							
M364890,8,otc alterations permit,01/07/2013,0567,083,1998,,Broadway,,1006,,street space,issued,01/08/2013,01/07/2013,01/08/2013,,01/08/2013,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94123,"(37.79527593461796, -122.42978781779114)",129250374703							
M364888,8,otc alterations permit,01/07/2013,0288,030,130,,Sutter,St,,,street space,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94108,"(37.79023037771259, -122.40307285498847)",129250467034							
201301077333,8,otc alterations permit,01/07/2013,3722,270,188,,Minna,St,23,F,"23rd floor/unit# 23f-relocate 8 fire sprinklers, 7 relocated & 1 added. ti app#201207124659",complete,01/17/2013,01/07/2013,01/07/2013,01/17/2013,01/07/2013,,40,40,,Y,01/02/2014,5000,5000,apartments,100,apartments,100,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.78629133183689, -122.40137518147121)",1292505448877							
M364907,8,otc alterations permit,01/07/2013,1760,015,1359,,05th,Av,,,street space,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,5,Inner Sunset,94122,"(37.76310937445078, -122.46228216127388)",1292506244502							
201301077334,8,otc alterations permit,01/07/2013,0348,017,255,,Golden Gate,Av,,,"ti work to modify the sprinkler system to existing fire sprinkler system per nfpa 13.re-route piping in basement and under mezzanine to conceal it, installing 59 sprinklers.",complete,03/21/2013,01/07/2013,01/07/2013,03/21/2013,01/07/2013,,1,1,,Y,01/02/2014,20000,20000,office,0,office,0,2,,3,constr type 3,3,constr type 3,,6,Tenderloin,94102,"(37.78151681516742, -122.41475318855504)",129250770075							
201301077335,8,otc alterations permit,01/07/2013,2977,018,145,,Claremont,Bl,,,"replacement of (e) spiral stair installed under pa#8604224, replace in kind.",complete,05/16/2013,01/07/2013,01/10/2013,05/16/2013,01/10/2013,,2,2,,,01/05/2014,2000,10000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.74226183459146, -122.46363262947666)",1292508148691							
201301077338,8,otc alterations permit,01/07/2013,7049,024,230,,Lakeview,Av,,,voluntary seismic strengthening new concrete stem wall extension voluntary frame strengthening.,complete,04/19/2013,01/07/2013,01/08/2013,04/19/2013,01/08/2013,,2,2,,,01/03/2014,12000,18000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,"(37.71743198926495, -122.45222015685597)",1292509219183							
201301077337,8,otc alterations permit,01/07/2013,3702,054,1155,,Market,St,,,add new strobes and speakers. repalce all strobes in tenant area. ref#201211264820/4818,complete,04/28/2014,01/07/2013,01/07/2013,04/28/2014,01/07/2013,,11,11,,Y,01/02/2014,7000,7000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,South of Market,94103,"(37.779222586914074, -122.41340900261038)",1292510164321							
201405155922,8,otc alterations permit,05/15/2014,1225,020,1778,,Page,St,,,"shingle roof repair 2 squares (10'x21'), repair dry rot at front, repair rotten siding at rear, exterior wall (10'x12') above & below, repair dry rot wood on rear stairs less than 50%, mid-level window, 2 door replacement @ inteior, no change to layout.",issued,05/15/2014,05/15/2014,05/15/2014,,05/15/2014,,3,3,,,05/10/2015,5000,5000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,5,Haight Ashbury,94117,"(37.77080667971202, -122.45001725473058)",1342104277708							
201301077336,3,additions alterations or repairs,01/07/2013,2354,009,1508,,Taraval,St,,,"construct(n)2x4 studs partitions w/gypsm brd sidings. install (n) suspended ceiling w/metal frames & 24""x24' ceiling brd. construct(n)unisex accessible toilet, install plmg connect to(e). install(n)elec wall outlets & lighting. install(n)heating/ventilating system for ""cafe"" area & unisex toilet.",complete,12/29/2014,01/07/2013,03/25/2014,12/29/2014,03/25/2014,,2,2,,,03/09/2017,55000,150000,retail sales,2,food/beverage hndlng,2,2,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.74300192357243, -122.48241533044312)",1292511132298							
201301077339,8,otc alterations permit,01/07/2013,1293,001A,26,,Twin Peaks,Bl,,,install new kitchen cabinets.  add to existing pa# 201209079259. revision.,complete,01/16/2013,01/07/2013,01/07/2013,01/16/2013,01/07/2013,,3,3,,,01/02/2014,2000,5000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94117,"(37.760569022180796, -122.44693565918345)",129251295645							
M364927,8,otc alterations permit,01/07/2013,0142,001,855,,Battery,St,,,street space w/mta,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94111,"(37.79902048646466, -122.40149903280596)",1292513349422							
201301077340,8,otc alterations permit,01/07/2013,1769,043,1310,,15th,Av,,,remodel 2 master bedrooms with full bathroom at 2nd flr and 3rd flr,complete,03/28/2013,01/07/2013,01/07/2013,03/28/2013,01/07/2013,,2,2,,,01/02/2014,7500,18000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76348682800685, -122.47247663200882)",1292514113385							
M364928,8,otc alterations permit,01/07/2013,3610,029,2417,,Mission,St,,,streetspace,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,0,,,,,,,,,,,,9,Mission,94110,"(37.758437281733734, -122.41867831944431)",1292515489236							
201301077340,8,otc alterations permit,01/07/2013,1769,043,1312,,15th,Av,,,remodel 2 master bedrooms with full bathroom at 2nd flr and 3rd flr,complete,03/28/2013,01/07/2013,01/07/2013,03/28/2013,01/07/2013,,2,2,,,01/02/2014,7500,18000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76348682800685, -122.47247663200882)",1292516489435							
201301077343,8,otc alterations permit,01/07/2013,0303,016,861,,Post,St,,,unit #9.  bathroom & kitchen remodel.,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,4,4,,,01/02/2014,16000,25000,apartments,16,apartments,16,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94109,"(37.78704499640834, -122.41594835434451)",129251767312							
201301077342,3,additions alterations or repairs,01/07/2013,0292,002,1,,Montgomery,St,,,"fire alarm t.i. to 16 & 17th fl. 2 booster panels, 19 smokes, 10 duct smokes, 4 control relays, 69 strobes, 95 speakers. demo existing devices & provide new. as built plans are required. t.i. pa# 2012/11/13/3997.",issued,02/12/2013,01/07/2013,02/12/2013,,02/12/2013,,38,38,,Y,02/07/2014,79000,79000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.789249548794615, -122.40241859589881)",129251867105							
M364947,8,otc alterations permit,01/07/2013,0477,005,2701,,Larkin,St,0,,street space permit,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,2,Russian Hill,94109,"(37.80282245349964, -122.42184757105773)",1292519400057							
201301077344,8,otc alterations permit,01/07/2013,0303,016,861,,Post,St,,,unit #7.  bathroom & kitchen remodel.,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,4,4,,,01/02/2014,15000,25000,apartments,16,apartments,16,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94109,"(37.78704499640834, -122.41594835434451)",129252067312							
M364949,8,otc alterations permit,01/07/2013,3587,112,79,,Oakwood,St,,,streetspace,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,0,,,,,,,,,,,,8,Mission,94110,"(37.76030550696034, -122.42462698996636)",1292521474166							
201301077346,8,otc alterations permit,01/07/2013,5318,046,2065,,Oakdale,Av,,,"to comply with nov 201275461 . remove the recently installed razor wire fence, maintain 8 ft tall cyclone construction barrier.",complete,09/09/2013,01/07/2013,01/07/2013,09/09/2013,01/07/2013,,2,2,,,01/02/2014,300,300,garment shops,0,garment shops,0,0,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94124,"(37.73924569242618, -122.39934826992987)",1292522179021							
M364948,8,otc alterations permit,01/07/2013,0260,010,300,,Montgomery,St,,,street space and mta,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94104,"(37.79239434026865, -122.40234898182203)",129252366065							
201301077347,8,otc alterations permit,01/07/2013,0797,005,741,,Webster,St,0,,"comply with nov# 201383192-change bath tub, vanity & tiles",complete,02/25/2013,01/07/2013,01/07/2013,02/25/2013,01/07/2013,,3,3,,,01/02/2014,2500,2500,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,5,Hayes Valley,94117,"(37.7775040280303, -122.43011354303987)",1292524410273							
M364950,8,otc alterations permit,01/07/2013,0179,012,826,,Jackson,St,,,streetspace,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,0,,,,,,,,,,,,3,Chinatown,94133,"(37.795978939119955, -122.40885835045398)",129252561655							
201301077345,8,otc alterations permit,01/07/2013,0303,016,861,,Post,St,,,unit #11.  bathroom & kitchen remodel.,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,4,4,,,01/02/2014,15000,25000,apartments,16,apartments,16,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94109,"(37.78704499640834, -122.41594835434451)",129252667312							
201301077348,8,otc alterations permit,01/07/2013,0972,013,3377,,Pacific,Av,,,"explore extg electrical system, open walls to review structure, install new alarm, repair shingles west side of house. repair in kind approx 50 sq ft.",issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,3,3,,,01/02/2014,10000,10000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.79107052808089, -122.45049642583011)",129252785612							
M364951,8,otc alterations permit,01/07/2013,0576,079,1749,,Broadway,,,,streetspace,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,0,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79518338405132, -122.4257986751421)",1292528471602							
201301077349,8,otc alterations permit,01/07/2013,1191,043,420,,Stanyan,St,2,,"install 1000 sq ft of drywall @ceiling in living rm, dining rm, hallway. install 800 sq ft of drywall @walls in bedrm #1, #2, living rm, hallway & entry. repair in kind to maintain fire rating @ceiling & walls, install 1700 sq ft of hardwood floors",complete,03/26/2013,01/07/2013,01/07/2013,03/26/2013,01/07/2013,,4,4,,,01/02/2014,80000,80000,apartments,9,apartments,9,0,,5,wood frame (5),5,wood frame (5),,1,Lone Mountain/USF,94117,"(37.77442988695728, -122.45419845497804)",1292529430682							
M364952,8,otc alterations permit,01/07/2013,0031,003,350,,Bay,St,,,street space,reinstated,01/24/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,3,North Beach,94133,"(37.8061913107998, -122.41286776734799)",1292530347244							
M364953,8,otc alterations permit,01/07/2013,4208,020,2866,,24th,St,,,street space,reinstated,01/24/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,9,Mission,94110,"(37.75299349342486, -122.40968379033889)",1292531171991							
201301077350,8,otc alterations permit,01/07/2013,2204,024,2122,,14th,Av,,,"add interior walls to convert existing large office into small office and guest bedroom, provide (n) opening in bearing wall.  provide (n) electrical outlets and lighting.",complete,04/26/2013,01/07/2013,03/06/2013,04/26/2013,03/06/2013,,3,3,,,03/01/2014,16025,16025,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94116,"(37.74848219163878, -122.4702643990228)",1292532129889							
M364954,8,otc alterations permit,01/07/2013,1641,011,645,,03rd,Av,,,street space,issued,01/07/2013,01/07/2013,01/07/2013,,01/07/2013,,,,,,,,1,,,,,,,,,,,,1,Inner Richmond,94118,"(37.77653529206308, -122.46106425711368)",1292533108108							
201301077351,8,otc alterations permit,01/07/2013,0077,013,520,,Greenwich,St,,,"replace kitchen bavinets & coutner tops at 2 walls, partial remodeling no sturctural work no wall changes, no exterior work.",complete,02/15/2013,01/07/2013,01/07/2013,02/15/2013,01/07/2013,,2,2,,,01/02/2014,10000,10000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,3,North Beach,94133,"(37.80266959465435, -122.40838245555658)",129253457847							
201301077352,8,otc alterations permit,01/07/2013,3706,064,717,,Market,St,,,"7th floor-tenant improvement to demo & construct non load bearing partitions. mechanical, electrical, life safety will be under seperate permits",complete,06/07/2013,01/07/2013,02/05/2013,06/07/2013,02/05/2013,,8,8,,,01/21/2016,550000,98000,office,0,office,0,2,,2,constr type 2,2,constr type 2,,6,Financial District/South Beach,94103,"(37.786860327363186, -122.40369067837807)",1292535359598							
201301077353,3,additions alterations or repairs,01/07/2013,6722,019,65,,Cuvier,St,,,"full 2nd story addition over (e) single story dwelling. addition to include one full bath, 3 bedrooms, laundry & playroom. a new interior stair will be added. bathroom & bedroom to be added in basement.",issued,08/13/2015,01/07/2013,08/13/2015,,08/13/2015,Y,2,3,,,07/28/2018,142500,238373,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),Y,8,Outer Mission,94112,"(37.73402111129436, -122.42839110324194)",1292536211314							
201301077354,8,otc alterations permit,01/07/2013,1529,001,411,,15th,Av,,,obtain final inspection for work approved under pa# 2003-0507-3992. all work is complete,complete,01/30/2013,01/07/2013,01/07/2013,01/30/2013,01/07/2013,,3,3,,,01/02/2014,1,1,apartments,14,apartments,14,0,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94118,"(37.780259045772304, -122.474215275027)",1292537103010							
201301077355,8,otc alterations permit,01/07/2013,2022,018C,1790,,28th,Av,,,"repl 2 front planter platforms in kind due to dry rot, remove street front stucco from these areas, repl dry rotted sheathing & repl stucco in kind. total stucco area to repl 190 sq.ft,planter platforms are located at street front below upper level front windows",complete,01/24/2013,01/07/2013,01/07/2013,01/24/2013,01/07/2013,,2,2,,,01/02/2014,10000,10000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94122,"(37.75405543759119, -122.48589090386334)",1292538122263							
201301077357,8,otc alterations permit,01/07/2013,1529,001,411,,15th,Av,,,obtain final inspection for work approved under pa# 2005-1216-0486. all work is complete,complete,01/30/2013,01/07/2013,01/07/2013,01/30/2013,01/07/2013,,3,3,,,01/02/2014,1,1,apartments,14,apartments,14,0,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94118,"(37.780259045772304, -122.474215275027)",1292539103010							
201301077356,8,otc alterations permit,01/07/2013,2649,008,52,,Diamond,St,,,reroofing,complete,01/24/2013,01/07/2013,01/07/2013,01/24/2013,01/07/2013,,3,3,,,01/02/2014,19725,19725,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.76146891185515, -122.43758600969628)",1292540430163							
201301077358,8,otc alterations permit,01/07/2013,1529,001,411,,15th,Av,,,obtain final inspection for work approved under pa# 2005-0628-6303. all work is complete,complete,01/30/2013,01/07/2013,01/07/2013,01/30/2013,01/07/2013,,3,3,,,01/02/2014,1,1,apartments,14,apartments,14,0,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94118,"(37.780259045772304, -122.474215275027)",1292541103010							
